類別,site_name,pattern,url,source,site_id,url_pattern,0422log數,內容大綱,貼標方式,標籤,觀察,domain(for首頁貼標),後續處置方式,Jack_Result
新聞,中時電子報,general,https://www.chinatimes.com/cn/reporter/1048?chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['地區:台灣北部(IG_010)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:地方新聞(IT_058)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/?chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '季節:夏季(IO_008)', '季節:春季(IO_007)', '客製:iPhone(C_PPV_005)', '客製:吊飾(C_91APP_010)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '居家生活:床(IP_065)', '展覽:商務貿易(IO_011)', '快速消費品:飲料_暫存(IP_047)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '生涯階段:結婚(IL_009)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:頂好(BMA_003)', '購物:百貨公司(IP_053)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/tube/20131130002309-261403?chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣南部(IG_008)', '地區:台灣離島(IG_027)', '地區:日本(IG_001)', '快速消費品:飲料_暫存(IP_047)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/hottopic/20190412000011-260804?&time2=2019/4/22,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '地區:歐美(IG_003)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '旅遊:國外旅遊_測試(IT_062)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/realtimenews/20190421002557-260407?fbclid=IwAR1QWnzZ36beanoIjG0tyfOt622CnjIYi8w5bnZ7Rwxqc8VAj0HAr5FkF-k&chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:韓國(IG_002)', '客製:國民黨關注者(C_nutn_003)', '客製:民進黨關注者(C_nutn_002)', '政治:政治(IT_033)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/reporter/1?chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '法律服務:法律服務(IP_033)', '生涯階段:工作階段(青壯年)(IL_002)', '綠色環保:綠色環保(IT_042)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/society/law/?chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣東部(IG_009)', '地區:東南亞(IG_004)', '客製:國民黨關注者(C_nutn_003)', '居家生活:家電(IP_062)', '展覽:商務貿易(IO_011)', '戶外休閒:戶外休閒(IT_043)', '摩托車:摩托車(IP_073)', '政治:政治(IT_033)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:求學階段(青少年)(IL_011)', '生涯階段:親子(IL_006)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/sports/?chdtv,chinatimes,-1,www.chinatimes.com/sports,,,UrlTagUpdater 貼標結果,"['地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '外幣:美金(IP_099)', '季節:夏季(IO_008)', '客製:全聯(C_TOYOTA_012)', '客製:外匯新聞(C_ESUN_003)', '家居生活品牌:特力屋(BH_004)', '居家生活:裝飾(IP_063)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '旅遊:國內旅遊_暫存(IT_035)', '旅遊:國外旅遊(IT_001)', '族群:超值買家(IE_012)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:朋友(社交)(IL_014)', '生涯階段:求學階段(青少年)(IL_011)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '賣場品牌:全聯(BMA_002)', '購物:賣場超市(IP_056)', '音樂:韓國音樂(IT_020)', '體育:棒球(IT_045)', '體育:水上運動(IT_046)', '體育:籃球(IT_047)', '體育:網球(IT_010)', '體育:足球(IT_013)']",,,,8677.0
新聞,中時電子報,general,https://www.chinatimes.com/t/newspapers/20190417000722-260109,chinatimes,-1,www.chinatimes.com/t/newspapers,,,即時爬文貼標,['地區:韓國(IG_002)'],,,,292.0
新聞,中時電子報,general,https://www.chinatimes.com/t/realtimenews/20190413000801-260407,chinatimes,-1,www.chinatimes.com/t/realtimenews,,,即時爬文貼標,['地區:韓國(IG_002)'],,,,2314.0
新聞,中時電子報,general,https://www.chinatimes.com/technologynews/?chdtv,chinatimes,-1,www.chinatimes.com/technologynews,,,UrlTagUpdater 貼標結果,"['動漫遊戲:遊戲-手機遊戲(IP_046)', '地區:台灣北部(IG_010)', '地區:東南亞(IG_004)', '地區:歐美(IG_003)', '季節:秋季(IO_009)', '客製:SONY(C_PPV_001)', '客製:Zenfone(C_PPV_003)', '客製:iPhone(C_PPV_005)', '客製:國泰航點(C_CATHAY_001)', '客製:新加坡機票(C_DBS_005)', '客製:行動支付(C_ESUN_002)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:3C(IP_060)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '數位金融:數位金融(IP_094)', '數位金融:行動支付(IP_103)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '旅遊:國外旅遊_測試(IT_062)', '族群:超值買家(IE_012)', '汽車:汽車(IP_105)', '汽車品牌:Luxgen(納智捷)(BC_048)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:ASUS(BT_005)', '科技品牌:Apple(BT_001)', '科技品牌:Gigabyte 技嘉(BT_012)', '科技品牌:HP(BT_009)', '科技品牌:HTC(BT_004)', '科技品牌:Sony(BT_010)', '科技品牌:聯想(BT_011)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:Mac OS偏好(IT_041)', '資訊科技:Windows偏好(IT_040)', '資訊科技:ios偏好(IT_059)', '資訊科技:資訊科技(IT_002)', '金融服務:信用卡(IP_071)']",,,,2274.0
新聞,中時電子報,general,https://www.chinatimes.com/star?chdtv,chinatimes,-1,www.chinatimes.com/star,,,UrlTagUpdater 貼標結果,"['交通:航空(IP_079)', '動漫遊戲:美系動漫(IP_052)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:日本(IG_001)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '季節:春季(IO_007)', '客製:HBL(C_LMovie_002)', '客製:流行服飾(C_91APP_005)', '家電品牌:LG(BHA_008)', '寵物:愛狗人士(IP_075)', '展覽:商務貿易(IO_011)', '影視娛樂:影視娛樂(IT_004)', '快速消費品:3C(IP_060)', '性別:男性(IE_001)', '攝影:攝影(IP_080)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:女性媒體(IT_055)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '旅遊:國外旅遊(IT_001)', '時尚:時尚_暫存(IP_081)', '生涯階段:單身(交友)(IL_007)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:朋友(社交)(IL_014)', '生涯階段:求學階段(青少年)(IL_011)', '生涯階段:結婚(IL_009)', '電影:電影(IT_057)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)', '體育:籃球(IT_047)']",,,,17109.0
新聞,中時電子報,general,https://www.chinatimes.com/star/total?page=8&chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['交通:鐵公路(IP_078)', '動漫遊戲:遊戲-單機遊戲(IP_084)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:東南亞(IG_004)', '地區:歐美(IG_003)', '外幣:人民幣(IP_101)', '外幣:美金(IP_099)', '客製:吊飾(C_91APP_010)', '客製:外匯新聞(C_ESUN_003)', '客製:迪士尼(C_91APP_009)', '寵物:愛貓人士(IP_076)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '影視娛樂:影視娛樂(IT_004)', '快速消費品:3C(IP_060)', '攝影:攝影(IP_080)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國外旅遊(IT_001)', '族群:健身族_暫存(IE_009)', '生涯階段:嬰幼兒(IL_013)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:結婚(IL_009)', '科技品牌:聯想(BT_011)', '精品品牌:LOUIS-VUITTON(LV)_暫存(BB_001)', '金融服務:外匯交易(IP_070)', '電影:電影(IT_057)', '電視節目:日本節目(IT_052)', '電視節目:歐美節目(IT_053)', '音樂:日本音樂(IT_019)', '音樂:韓國音樂(IT_020)', '體育:格鬥與摔角(IT_044)', '體育:籃球(IT_047)', '體育:網球(IT_010)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/technologynews/hotnews?chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:台灣離島(IG_027)', '地區:韓國(IG_002)', '客製:Zenfone(C_PPV_003)', '客製:iPhone(C_PPV_005)', '客製:國民黨關注者(C_nutn_003)', '客製:民進黨關注者(C_nutn_002)', '客製:行動支付(C_ESUN_002)', '家電品牌:LG(BHA_008)', '展覽:商務貿易(IO_011)', '快速消費品:3C(IP_060)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '數位金融:數位金融(IP_094)', '數位金融:行動支付(IP_103)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:地方新聞(IT_058)', '汽車品牌:Luxgen(納智捷)(BC_048)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:老年銀髮(IL_010)', '科技品牌:ASUS(BT_005)', '科技品牌:Apple(BT_001)', '科技品牌:HTC(BT_004)', '科技品牌:聯想(BT_011)', '行動支付品牌:街口支付(不排)_測試(BMP_003_01)', '行動支付品牌:街口支付_測試(BMP_003)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '資訊科技:資訊科技(IT_002)', '購物:超商(IP_057)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/tube/20140412002510-261402?chdtv,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['動漫遊戲:日系動漫(IP_083)', '地區:台灣北部(IG_010)', '地區:日本(IG_001)', '客製:民進黨關注者(C_nutn_002)', '寵物:愛狗人士(IP_075)', '展覽:商務貿易(IO_011)', '政治:政治(IT_033)', '旅遊:國外旅遊_測試(IT_062)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/tube/20140429004415-261402?fbclid=IwAR1l4CYLh4N-Q1wXMzhwZL4QgK2iZ0pGFINLlEWDZUSP-KCYaHl1joIFU5M&chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '地區:台灣離島(IG_027)', '地區:日本(IG_001)', '地區:東京(IG_011)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '快速消費品:飲料_暫存(IP_047)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:男性媒體(IT_056)', '旅遊:國外旅遊(IT_001)', '生涯階段:工作階段(青壯年)(IL_002)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '資訊科技:資訊科技(IT_002)', '購物:百貨公司(IP_053)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/realtimenews/20190421000127-260303?chdtv,chinatimes,-1,,,,即時爬文貼標,"['交通:航空(IP_079)', '客製:國泰航點(C_CATHAY_001)', '展覽:商務貿易(IO_011)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:老年銀髮(IL_010)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/opinion/20160404004059-262104?chdtv,chinatimes,-1,,,,即時爬文貼標,['政治:政治(IT_033)'],,,,3763994.0
新聞,中時電子報,跳轉頁面/空白頁,https://www-dev.chinatimes.com/album/san/20190420002275-262201?chdtv,chinatimes,-1,www-dev.chinatimes.com/album,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,10.0
新聞,中時電子報,general,https://wp.styletc.com/,chinatimes,-1,wp.styletc.com/,,,,,Warning:Url is BLACK ...,,,2.0
新聞,中時電子報,general,https://webcache.googleusercontent.com/search?q=cache:A3FDMSj9zmMJ:https://www.chinatimes.com/hottopic/20160505005909-260804?chdtv,chinatimes,-1,webcache.googleusercontent.com/search,,,即時爬文貼標,"['交通:航空(IP_079)', '地區:日本(IG_001)', '族群:健身族_暫存(IE_009)', '科技品牌:Apple(BT_001)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '資訊科技:Mac OS偏好(IT_041)', '資訊科技:資訊科技(IT_002)']",,,,42.0
新聞,中時電子報,general,https://web.archive.org/web/20190507033909/https://www.chinatimes.com/realtimenews/20190422000789-260407?chdtv,chinatimes,-1,web.archive.org/web,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '客製:國民黨關注者(C_nutn_003)', '客製:民進黨關注者(C_nutn_002)', '居家生活:照明(IP_064)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '科技品牌:Apple(BT_001)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '資訊科技:Mac OS偏好(IT_041)']",,,,0.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/hottopic/20190422003329-260809?chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:日本(IG_001)', '生涯階段:孩童(IL_012)']",,,,3763994.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/life/hotnews?chdtv,chinatimes,-1,www.chinatimes.com/cn/life,,,UrlTagUpdater 貼標結果,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣離島(IG_027)', '季節:夏季(IO_008)', '客製:麥片(C_91APP_002)', '快速消費品:3C(IP_060)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:地方新聞(IT_058)', '菸酒:菸酒(IP_074)', '購物:超商(IP_057)']",,,,778.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/money/focus?page=2=&chdtv,chinatimes,-1,www.chinatimes.com/cn/money,,,UrlTagUpdater 貼標結果,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:東南亞(IG_004)', '客製:iPhone(C_PPV_005)', '客製:外匯新聞(C_ESUN_003)', '客製:美元定存_測試1(C_DBS_001)', '投資理財:股票投資(IP_067)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '科技品牌:Apple(BT_001)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '金融服務:信用卡(IP_071)']",,,,2396.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/newspapers/20110313000337-260102?chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '新聞雜誌:地方新聞(IT_058)', '旅遊:國內旅遊(IT_061)']",,,,3763994.0
新聞,中時電子報,general,https://wantweekly.chinatimes.com/20161206006010-262006,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣中部(IG_007)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '客製:國民黨關注者(C_nutn_003)', '客製:酵素(C_91APP_007)', '客製:麥片(C_91APP_002)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:地方新聞(IT_058)', '族群:超值買家(IE_012)', '烹飪:烹飪(IT_060)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '資訊科技:資訊科技(IT_002)']",,,,3763994.0
新聞,中時電子報,general,https://want-car.chinatimes.com/?article.aspx?cid=2001&id=20120307002207&sa=U&ei=TSZiUb_uHsnRiALEtYCADQ&ved=0CDIQFjAD&usg=AFQjCNHrzKKDJbWi3s_sKBH19lodDsm5uA,chinatimes,-1,want-car.chinatimes.com,,,UrlTagUpdater 貼標結果,"['動漫遊戲:遊戲-單機遊戲(IP_084)', '客製:2BOX-H(C_TOYOTA_017)', '客製:2BOX-L(C_TOYOTA_016)', '客製:FIT飛度(C_TOYOTA_018)', '客製:Livina(C_Nissan_004)', '客製:Sentra(C_Nissan_003)', '客製:YARIS(C_TOYOTA_014)', '客製:iTIIDA(C_Nissan_001)', '展覽:商務貿易(IO_011)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:地方新聞(IT_058)', '族群:超值買家(IE_012)', '汽車:汽車(IP_105)', '汽車:汽車_暫存(IP_072)', '汽車品牌:Audi(BC_036)', '汽車品牌:Ford(福特)(BC_039)', '汽車品牌:Honda(本田)(BC_041)', '汽車品牌:INFINITI(BC_051)', '汽車品牌:LEXUS(BC_047)', '汽車品牌:Luxgen(納智捷)(BC_048)', '汽車品牌:MITSUBISHI (三菱)(BC_71)', '汽車品牌:Nissan(BC_045)', '汽車品牌:Porsche(保時捷)(BC_064)', '汽車品牌:SUZUKI(BC_070)', '汽車品牌:Toyota(豐田)(BC_040)', '汽車品牌:Volkswagen(福斯)(BC_049)', '生涯階段:單身(交友)(IL_007)', '科技品牌:Apple(BT_001)', '綠色環保:綠色環保(IT_042)', '資訊科技:Mac OS偏好(IT_041)', '體育:高爾夫球(IT_048)']",,,,4494.0
新聞,中時電子報,general,https://www.chinatimes.com/cn/tube/20160825002451-261402?chdtv,chinatimes,-1,,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '地區:台灣離島(IG_027)', '地區:日本(IG_001)', '快速消費品:飲料_暫存(IP_047)', '旅遊:國外旅遊_測試(IT_062)']",,,,3763994.0
新聞,中時電子報,general,https://translate.google.com/translate?depth=1&rurl=translate.google.com&sl=auto&sp=nmt4&tl=en&u=https://www.chinatimes.com/newspapers/20140717000547-260107%3Fchdtvhttps://www.ettoday.net/news/20190329/1410739.htm&xid=17259,chinatimes,-1,translate.google.com/translate,,,,,Warning:Url is BLACK ...,,,0.0
新聞,中時電子報,general,https://styletc.chinatimes.com/wine/20180427002790-330805,chinatimes,-1,styletc.chinatimes.com/wine,,,UrlTagUpdater 貼標結果,"['地區:韓國(IG_002)', '季節:夏季(IO_008)', '客製:好事多(C_TOYOTA_013)', '客製:早餐(C_91APP_003)', '客製:麥片(C_91APP_002)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '快速消費品:身體清潔保養(IP_085)', '快速消費品:飲料_暫存(IP_047)', '時尚:時尚_暫存(IP_081)', '烹飪:烹飪(IT_060)', '生涯階段:結婚(IL_009)', '菸酒:菸酒(IP_074)', '賣場品牌:Costco(BMA_004)', '購物:賣場超市(IP_056)', '購物:超商(IP_057)', '電信品牌:中華電信(BTE_001)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)']",,,,8.0
新聞,中時電子報,跳轉頁面/空白頁,https://taipeishanghai.chinatimes.com/20180425002235-263805#comments,chinatimes,-1,,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,3763994.0
新聞,中時電子報,general,https://styletc.chinatimes.com/wine/20180427002790-330805,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['地區:韓國(IG_002)', '季節:夏季(IO_008)', '客製:好事多(C_TOYOTA_013)', '客製:早餐(C_91APP_003)', '客製:麥片(C_91APP_002)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '快速消費品:身體清潔保養(IP_085)', '快速消費品:飲料_暫存(IP_047)', '時尚:時尚_暫存(IP_081)', '烹飪:烹飪(IT_060)', '生涯階段:結婚(IL_009)', '菸酒:菸酒(IP_074)', '賣場品牌:Costco(BMA_004)', '購物:賣場超市(IP_056)', '購物:超商(IP_057)', '電信品牌:中華電信(BTE_001)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)']",,,,3763994.0
新聞,中時電子報,general,https://styletc.chinatimes.com/stylish/20181121002918-330501,chinatimes,-1,styletc.chinatimes.com/stylish,,,UrlTagUpdater 貼標結果,"['地區:東南亞(IG_004)', '地區:泰國(IG_023)', '地區:韓國(IG_002)', '季節:夏季(IO_008)', '家居生活品牌:特力屋(BH_004)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '快速消費品:身體清潔保養(IP_085)', '性別:女性(IE_002)', '新聞雜誌:女性媒體(IT_055)', '旅遊:國外旅遊_測試(IT_062)', '時尚:時尚_暫存(IP_081)', '烹飪:烹飪(IT_060)', '生涯階段:結婚(IL_009)', '菸酒:菸酒(IP_074)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)', '體育:水上運動(IT_046)']",,,,2035.0
新聞,中時電子報,general,https://styletc.chinatimes.com/relationship/20180220002418-330601,chinatimes,-1,styletc.chinatimes.com/relationship,,,UrlTagUpdater 貼標結果,"['客製:好事多(C_TOYOTA_013)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '快速消費品:身體清潔保養(IP_085)', '時尚:時尚_暫存(IP_081)', '生涯階段:結婚(IL_009)', '菸酒:菸酒(IP_074)', '賣場品牌:Costco(BMA_004)', '購物:賣場超市(IP_056)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)']",,,,7507.0
